English	Term1	Term2	Term1_Audio	Term2_Audio	tags
bring (someone) something	(jemandem) etwas mit|bringen <br><small><i>bringt mit, brachte mit, mitgebracht</i></small>		[sound:BAKU_A2_mitbringen_dwdownload.mp3]		haushaltsarbeit
never (ever)	niemals		[sound:BAKU_A1_niemals_dwdownload.mp3]		haushaltsarbeit
never again	nie mehr		[sound:BAKU_nie_mehr_dwdownload.mp3]		haushaltsarbeit
tidy; neat; proper	ordentlich <br><small><i>ordentlicher, am ordentlichsten</i></small>		[sound:BAKU_A2_ordentlich_dwdownload.mp3]		haushaltsarbeit
regular/regularly	regelmäßig <br><small><i>regelmäßiger, am regelmäßigsten</i></small>		[sound:BAKU_A2_regelmaessig_dwdownload.mp3]		haushaltsarbeit
to vacuum	saugen <br><small><i>saugt, saugte, hat gesaugt; Kurzform von: staubsaugen</i></small><br><br>	staubsaugen <br><small><i>staubsaugt, staubsaugte, hat gestaubsaugt; Kurzform: saugen</i></small>	[sound:BAKU_A1_saugen_dwdownload.mp3]	[sound:BAKU_A2_staubsaugen_dwdownload.mp3]	haushaltsarbeit
"dishwasher<br><img src=""39936408_507.jpg"" width=""50%"" height=""50%"">"	die Spülmaschine, die Spülmaschinen		[sound:BAKU_B1_Spuelmaschine_dwdownload.mp3]		haushaltsarbeit
constantly	ständig		[sound:BAKU_A2_staendig_dwdownload.mp3]		haushaltsarbeit
"vacuum cleaner<br><img src=""39940532_507.jpg"" width=""50%"" height=""50%"">"	der Staubsauger, die Staubsauger		[sound:BAKU_A2_Staubsauger_dwdownload.mp3]		haushaltsarbeit
messy; untidy	unordentlich <br><small><i>unordentlicher, am unordentlichsten</i></small>		[sound:BAKU_unordentlich_dwdownload.mp3]		haushaltsarbeit
"washing; laundry<br><img src=""39940566_507.jpg"" width=""50%"" height=""50%"">"	die Wäsche <br><small><i>nur Singular</i></small>		[sound:BAKU_B1_Waesche_dwdownload.mp3]		haushaltsarbeit
"to fish<br><img src=""39940692_507.jpg"" width=""50%"" height=""50%"">"	angeln <br><small><i>angelt, angelte, hat geangelt</i></small>		[sound:BAKU_A1_angeln_dwdownload.mp3]		was-macht-dir-spaß
strenuous	anstrengend <br><small><i>anstrengender, am anstrengendsten</i></small>		[sound:BAKU_B1_anstrengend_dwdownload.mp3]		was-macht-dir-spaß
"ball<br><img src=""39458678_507.jpg"" width=""50%"" height=""50%"">"	der Ball, die Bälle		[sound:BAKU_A1_Ball_dwdownload.mp3]		was-macht-dir-spaß
once	einmal <br><small><i>Kurzform: mal</i></small>		[sound:BAKU_A1_einmal_dwdownload.mp3]		was-macht-dir-spaß
relaxing	entspannend <br><small><i>entspannender, am entspannendsten</i></small>		[sound:BAKU_A1_entspannend_dwdownload.mp3]		was-macht-dir-spaß
"to photograph someone/something<br><img src=""40093443_507.jpg"" width=""50%"" height=""50%"">"	(etwas/jemanden) fotografieren <br><small><i>fotografiert, fotografierte, hat fotografiert</i></small>		[sound:BAKU_A1_fotografieren_dwdownload.mp3]		was-macht-dir-spaß
freetime	die Freizeit <br><small><i>nur Singular</i></small>		[sound:BAKU_A1_Freizeit_dwdownload.mp3]		was-macht-dir-spaß
Bon appétit.	Guten Appetit.		[sound:BAKU_A1_Guten_Appetit_dwdownload.mp3]		was-macht-dir-spaß
interesting	interessant <br><small><i>interessanter, am interessantesten</i></small>		[sound:BAKU_A1_interessant_dwdownload.mp3]		was-macht-dir-spaß
"to jog<br><img src=""40020505_507.jpg"" width=""50%"" height=""50%"">"	joggen <br><small><i>joggt, joggte, ist gejoggt, aus dem Englischen</i></small>		[sound:BAKU_A1_joggen_dwdownload.mp3]		was-macht-dir-spaß
kilometer	der Kilometer, die Kilometer		[sound:BAKU_A2_Kilometer_dwdownload.mp3]		was-macht-dir-spaß
boring	langweilig <br><small><i>langweiliger, am langweiligsten</i></small>		[sound:BAKU_A1_langweilig_dwdownload.mp3]		was-macht-dir-spaß
"to run; to jog<br><img src=""40020505_507.jpg"" width=""50%"" height=""50%"">"	laufen <br><small><i>läuft, lief, ist gelaufen</i></small>		[sound:BAKU_A1_laufen_iSv_joggen_rennen_dwdownload.mp3]		was-macht-dir-spaß
"tired<br><img src=""40244397_507.jpg"" width=""50%"" height=""50%"">"	müde <br><small><i>müder, am müdsten/am müdesten</i></small>		[sound:BAKU_A1_muede_dwdownload.mp3]		was-macht-dir-spaß
"schnitzel; crumbed veal cutlet (also pork or chicken)<br><img src=""40101701_507.jpg"" width=""50%"" height=""50%"">"	das Schnitzel, die Schnitzel		[sound:BAKU_A1_Schnitzel_dwdownload.mp3]		was-macht-dir-spaß
is fun; to enjoy	(jemandem) Spaß machen <br><small><i>macht, machte, hat gemacht</i></small>		[sound:BAKU_A1_Spass_machen_dwdownload.mp3]		was-macht-dir-spaß
to go for a walk	spazieren gehen <br><small><i>geht spazieren, ging spazieren, ist spazieren gegangen</i></small>		[sound:BAKU_A1_Spazierengehen_dwdownload.mp3]		was-macht-dir-spaß
do sports; work out	Sport treiben <br><small><i>treibt, trieb, hat getrieben</i></small>		[sound:BAKU_A1_Sport_treiben_dwdownload.mp3]		was-macht-dir-spaß
"to hike<br><img src=""39940552_507.jpg"" width=""50%"" height=""50%"">"	wandern <br><small><i>wandert, wanderte, ist gewandert</i></small>		[sound:BAKU_A1_wandern_dwdownload.mp3]		was-macht-dir-spaß
"yoga<br><img src=""39459103_507.jpg"" width=""50%"" height=""50%"">"	das Yoga <br><small><i>nur Singular, alternativ: der Yoga</i></small>		[sound:BAKU_A1_Yoga_dwdownload.mp3]		was-macht-dir-spaß
"bakery<br><img src=""40022966_507.jpg"" width=""50%"" height=""50%"">"	die Bäckerei, die Bäckereien		[sound:BAKU_A2_Baeckerei_dwdownload.mp3]		mengen-und-preise
to receive something; to get something	etwas bekommen <br><small><i>bekommt, bekam, hat bekommen</i></small>		[sound:BAKU_A1_bekommen_dwdownload.mp3]		mengen-und-preise
"can<br><img src=""39387987_507.jpg"" width=""50%"" height=""50%"">"	die Dose, die Dosen		[sound:BAKU_A1_Dose_dwdownload.mp3]		mengen-und-preise
"egg<br><img src=""40093362_507.jpg"" width=""50%"" height=""50%"">"	das Ei, die Eier		[sound:BAKU_A1_Ei_dwdownload.mp3]		mengen-und-preise
"bottle<br><img src=""39438231_507.jpg"" width=""50%"" height=""50%"">"	die Flasche, die Flaschen		[sound:BAKU_A1_Flasche_dwdownload.mp3]		mengen-und-preise
gram	das Gramm, die Gramme (nach Zahl: Gramm)		[sound:BAKU_A1_Gramm_dwdownload.mp3]		mengen-und-preise
"chicken<br><img src=""40023361_507.jpg"" width=""50%"" height=""50%"">"	das Hähnchen, die Hähnchen		[sound:BAKU_A1_Haehnchen_dwdownload.mp3]		mengen-und-preise
half	die Hälfte, die Hälften<br><br>	halb	[sound:BAKU_A2_Haelfte_dwdownload.mp3]	[sound:BAKU_A1_halb_dwdownload.mp3]	mengen-und-preise
Can you repeat that? (informal)	Kannst du das wiederholen?		[sound:BAKU_Kannst_du_das_wiederholen_dwdownload.mp3]		mengen-und-preise
kilogram	das Kilo, die Kilos (nach Zahl: Kilo) <br><small><i>Kurzform von: Kilogramm</i></small>		[sound:BAKU_A1_kilo_dwdownload.mp3]		mengen-und-preise
"cake<br><img src=""40023257_507.jpg"" width=""50%"" height=""50%"">"	der Kuchen, die Kuchen		[sound:BAKU_A1_Kuchen_dwdownload.mp3]		mengen-und-preise
"food; groceries<br><img src=""40026279_507.jpg"" width=""50%"" height=""50%"">"	das Lebensmittel, die Lebensmittel <br><small><i>meist im Plural</i></small>		[sound:BAKU_A1_Lebensmittel_dwdownload.mp3]		mengen-und-preise
list	die Liste, die Listen		[sound:BAKU_A1_Liste_dwdownload.mp3]		mengen-und-preise
liter	der Liter, die Liter		[sound:BAKU_A1_Liter_dwdownload.mp3]		mengen-und-preise
corn	der Mais <br><small><i>nur Singular</i></small>		[sound:BAKU_A1_der_mais_dwdownload.mp3]		mengen-und-preise
"market<br><img src=""40023375_507.jpg"" width=""50%"" height=""50%"">"	der Markt, die Märkte		[sound:BAKU_A2_Markt_dwdownload.mp3]		mengen-und-preise
flour	das Mehl <br><small><i>nur Singular</i></small>		[sound:BAKU_das_Mehl_dwdownload.mp3]		mengen-und-preise
quantity; amount	die Menge, die Mengen		[sound:BAKU_Menge_dwdownload.mp3]		mengen-und-preise
"butcher shop<br><img src=""40023432_507.jpg"" width=""50%"" height=""50%"">"	die Metzgerei, die Metzgereien		[sound:BAKU_A1_die_metzgerei_dwdownload.mp3]		mengen-und-preise
"oil<br><img src=""39630643_507.jpg"" width=""50%"" height=""50%"">"	das Öl, die Öle		[sound:BAKU_A2_Oel_dwdownload.mp3]		mengen-und-preise
"olive oil<br><img src=""39630643_507.jpg"" width=""50%"" height=""50%"">"	das Olivenöl, die Olivenöle		[sound:BAKU_A1_die_olivenoele_dwdownload.mp3]		mengen-und-preise
"pack; package<br><img src=""40023109_507.jpg"" width=""50%"" height=""50%"">"	die Packung, die Packungen		[sound:BAKU_A1_die_packung_dwdownload.mp3]		mengen-und-preise
pound	das Pfund, die Pfunde (nach Zahl: Pfund)		[sound:BAKU_A1_Pfund_dwdownload.mp3]		mengen-und-preise
price	der Preis, die Preise		[sound:BAKU_A1_Preis_dwdownload.mp3]		mengen-und-preise
to talk about someone/something	(über jemanden/etwas) reden <br><small><i>redet, redete, hat geredet</i></small>		[sound:BAKU_A2_reden_dwdownload.mp3]		mengen-und-preise
"beef<br><img src=""40023123_507.jpg"" width=""50%"" height=""50%"">"	das Rindfleisch <br><small><i>nur Singular</i></small>		[sound:BAKU_A1_das_rindfleisch_dwdownload.mp3]		mengen-und-preise
chocolate	die Schokolade <br><small><i>nur Singular</i></small>		[sound:BAKU_die_Schokolade_dwdownload.mp3]		mengen-und-preise
piece	das Stück, die Stücke (nach Zahl oft: Stück)		[sound:BAKU_A1_Stueck_dwdownload.mp3]		mengen-und-preise
"bar<br><img src=""40022848_507.jpg"" width=""50%"" height=""50%"">"	die Tafel, die Tafeln		[sound:BAKU_A1_Tafel_dwdownload.mp3]		mengen-und-preise
free; for nothing	umsonst		[sound:BAKU_umsonst_dwdownload.mp3]		mengen-und-preise
in one piece	am Stück		[sound:BAKU_A1_am_stueck_dwdownload.mp3]		was-darf-es-sein
"apple cake<br><img src=""40022980_507.jpg"" width=""50%"" height=""50%"">"	der Apfelkuchen, die Apfelkuchen		[sound:BAKU_A1_Apfelkuchen_dwdownload.mp3]		was-darf-es-sein
Would you like anything else?	Darf es sonst noch was sein?		[sound:BAKU_A1_darf_es_sonst_noch_was_sein_dwdownload.mp3]		was-darf-es-sein
That's everything.	Das ist alles.		[sound:BAKU_A2_Das_ist_alles_dwdownload.mp3]		was-darf-es-sein
That'll be...	Das macht dann …		[sound:BAKU_A1_das_macht_dann_dwdownload.mp3]		was-darf-es-sein
Is there something else you'd like?	Haben Sie sonst noch einen Wunsch?		[sound:BAKU_A2_haben_sie_sonst_noch_einen_wunsch_dwdownload.mp3]		was-darf-es-sein
I would like...	Ich hätte gerne …		[sound:BAKU_A1_ich_haette_gerne_dwdownload.mp3]		was-darf-es-sein
"to cut something<br><img src=""40022894_507.jpg"" width=""50%"" height=""50%"">"	etwas schneiden <br><small><i>schneidet, schnitt, hat geschnitten</i></small>		[sound:BAKU_B1_schneiden_dwdownload.mp3]		was-darf-es-sein
to be certain	(sich) sicher sein <br><small><i>ist, war, ist gewesen</i></small>		[sound:BAKU_A2_sich_sicher_sein_dwdownload.mp3]		was-darf-es-sein
to forget something/someone	etwas/jemanden vergessen <br><small><i>vergisst, vergaß, hat vergessen</i></small>		[sound:BAKU_A1_vergessen_dwdownload.mp3]		was-darf-es-sein
What would you like?	Was darf es sein?		[sound:A1_E12_L2_S7_A1_Audio1_dwdownload.mp3]		was-darf-es-sein
What would you like to have? (formal)	Was hätten Sie gern?		[sound:A1_E12_L2_S8_A1_Audio1_dwdownload.mp3]		was-darf-es-sein
What can I do for you?	Was kann ich für Sie tun?		[sound:BAKU_A2_was_kann_ich_fuer_sie_tun_dwdownload.mp3]		was-darf-es-sein
to get something back	etwas zurück|bekommen <br><small><i>bekommt zurück, bekam zurück, hat zurückbekommen</i></small>		[sound:BAKU_A2_zurueckbekommen_dwdownload.mp3]		was-darf-es-sein
farmer (male)	der Bauer, die Bauern		[sound:BAKU_A2_Bauer_dwdownload.mp3]		sonst-noch-etwas
farmer (female)	die Bäuerin, die Bäuerinnen		[sound:BAKU_A2_Baeuerin_dwdownload.mp3]		sonst-noch-etwas
"discount store<br><img src=""39539075_507.jpg"" width=""50%"" height=""50%"">"	der Discounter, die Discounter <br><small><i>aus dem Englischen</i></small>		[sound:BAKU_A1_discounter_dwdownload.mp3]		sonst-noch-etwas
fresh	frisch <br><small><i>frischer, am frischsten/am frischesten</i></small>		[sound:BAKU_A1_frisch_dwdownload.mp3]		sonst-noch-etwas
inexpensive	günstig <br><small><i>günstiger, am günstigsten</i></small>		[sound:BAKU_A1_guenstig_dwdownload.mp3]		sonst-noch-etwas
on special; on sale	im Angebot sein <br><small><i>ist, war, ist gewesen</i></small>		[sound:BAKU_A1_im_angebot_sein_dwdownload.mp3]		sonst-noch-etwas
product	das Produkt, die Produkte		[sound:BAKU_A2_Produkt_dwdownload.mp3]		sonst-noch-etwas
Can I help you?; What can I do for you?	Sie wünschen?		[sound:A1_E12_L3_S8_A2_Audio1_dwdownload.mp3]		sonst-noch-etwas
sweet	süß <br><small><i>süßer, am süßesten</i></small>		[sound:BAKU_A1_suess_dwdownload.mp3]		sonst-noch-etwas
"grape<br><img src=""40022909_507.jpg"" width=""50%"" height=""50%"">"	die Traube, die Trauben		[sound:BAKU_A1_traube_dwdownload.mp3]		sonst-noch-etwas
How expensive are the tomatoes?	Wie teuer sind die Tomaten?		[sound:BAKU_A1_wie_teuer_sind_die_tomaten_dwdownload.mp3]		sonst-noch-etwas
"weekly market<br><img src=""40023375_507.jpg"" width=""50%"" height=""50%"">"	der Wochenmarkt, die Wochenmärkte		[sound:BAKU_A1_Wochenmarkt_dwdownload.mp3]		sonst-noch-etwas
"to bake (something)<br><img src=""40022952_507.jpg"" width=""50%"" height=""50%"">"	(etwas) backen <br><small><i>backt/bäckt, backte, hat gebacken</i></small>		[sound:BAKU_A1_backen_dwdownload.mp3]		wie-viel-mehl
"to sprinkle (something)<br><img src=""40022777_507.jpg"" width=""50%"" height=""50%"">"	etwas bestreuen <br><small><i>bestreut, bestreute, hat bestreut</i></small>		[sound:BAKU_A1_bestreuen_dwdownload.mp3]		wie-viel-mehl
"to fry something<br><img src=""40022677_507.jpg"" width=""50%"" height=""50%"">"	etwas braten <br><small><i>brät, briet, hat gebraten</i></small>		[sound:BAKU_A2_braten_dwdownload.mp3]		wie-viel-mehl
roughly; circa	circa <br><small><i>Abkürzung: ca.</i></small>		[sound:BAKU_A1_circa_dwdownload.mp3]		wie-viel-mehl
"baking pan; tray<br><img src=""40989343_507.jpg"" width=""50%"" height=""50%"">"	die Form, die Formen		[sound:BAKU_A2_Form_dwdownload.mp3]		wie-viel-mehl
"spice<br><img src=""40094261_507.jpg"" width=""50%"" height=""50%"">"	das Gewürz, die Gewürze		[sound:BAKU_A2_Gewuerz_dwdownload.mp3]		wie-viel-mehl
"to pour; to water<br><img src=""45847012_507.jpg"" width=""50%"" height=""50%"">"	gießen <br><small><i>gießt, goss, hat gegossen</i></small>		[sound:BAKU_B1_giessen_dwdownload.mp3]		wie-viel-mehl
degree	das Grad, die Grade (nach Zahl: Grad)		[sound:BAKU_das_Grad_dwdownload.mp3]		wie-viel-mehl
garlic	der Knoblauch <br><small><i>nur Singular</i></small>		[sound:BAKU_A2_Knoblauch_dwdownload.mp3]		wie-viel-mehl
"cookbook<br><img src=""40023232_507.jpg"" width=""50%"" height=""50%"">"	das Kochbuch, die Kochbücher		[sound:BAKU_A1_das_kochbuch_dwdownload.mp3]		wie-viel-mehl
easy	leicht <br><small><i>leichter, am leichtesten</i></small>		[sound:BAKU_A1_leicht_dwdownload.mp3]		wie-viel-mehl
margarine	die Margarine, die Margarinen		[sound:BAKU_die_Margarine_dwdownload.mp3]		wie-viel-mehl
mixture, mix, combination	die Mischung, die Mischungen		[sound:BAKU_A2_Mischung_dwdownload.mp3]		wie-viel-mehl
"pasta casserole<br><img src=""40023067_507.jpg"" width=""50%"" height=""50%"">"	der Nudelauflauf, die Nudelaufläufe		[sound:BAKU_A1_Nudelauflauf_dwdownload.mp3]		wie-viel-mehl
"oven<br><img src=""40099180_507.jpg"" width=""50%"" height=""50%"">"	der Ofen, die Öfen <br><small><i>Kurzform von: Backofen</i></small>		[sound:BAKU_B1_Ofen_dwdownload.mp3]		wie-viel-mehl
bell pepper; capsicum	die Paprika, die Paprika		[sound:BAKU_Paprika_dwdownload.mp3]		wie-viel-mehl
pan	die Pfanne, die Pfannen		[sound:BAKU_A1_Pfanne_dwdownload.mp3]		wie-viel-mehl
"pepper<br><img src=""40023081_507.jpg"" width=""50%"" height=""50%"">"	der Pfeffer <br><small><i>nur Singular</i></small>		[sound:BAKU_A1_Pfeffer_dwdownload.mp3]		wie-viel-mehl
recipe	das Rezept, die Rezepte		[sound:BAKU_A1_Rezept_dwdownload.mp3]		wie-viel-mehl
"cream<br><img src=""40023137_507.jpg"" width=""50%"" height=""50%"">"	die Sahne <br><small><i>nur Singular</i></small>		[sound:BAKU_A1_Sahne_dwdownload.mp3]		wie-viel-mehl
"salt<br><img src=""40023218_507.jpg"" width=""50%"" height=""50%"">"	das Salz <br><small><i>hier nur Singular</i></small>		[sound:BAKU_A1_Salz_dwdownload.mp3]		wie-viel-mehl
to peel something	etwas schälen <br><small><i>schält, schälte, hat geschält</i></small>		[sound:BAKU_B1_schaelen_dwdownload.mp3]		wie-viel-mehl
slice	die Scheibe, die Scheiben		[sound:BAKU_B1_Scheibe_dwdownload.mp3]		wie-viel-mehl
"to cut something into small pieces; to dice something<br><img src=""40102845_507.jpg"" width=""50%"" height=""50%"">"	etwas klein schneiden <br><small><i>schneidet, schnitt, hat geschnitten</i></small>		[sound:BAKU_A1_klein_schneiden_dwdownload.mp3]		wie-viel-mehl
difficult	schwer <br><small><i>schwerer, am schwersten</i></small>		[sound:BAKU_A1_schwer_dwdownload.mp3]		wie-viel-mehl
to serve something	etwas servieren <br><small><i>serviert, servierte, hat serviert</i></small>		[sound:BAKU_A2_servieren_dwdownload.mp3]		wie-viel-mehl
to say (referencing something printed)	stehen <br><small><i>steht, stand, hat gestanden</i></small>		[sound:BAKU_A1_stehen_dwdownload.mp3]		wie-viel-mehl
strip; band	der Streifen, die Streifen		[sound:BAKU_A1_Streifen_dwdownload.mp3]		wie-viel-mehl
dough; batter	der Teig, die Teige		[sound:BAKU_A2_Teig_dwdownload.mp3]		wie-viel-mehl
tofu	der Tofu <br><small><i>nur Singular</i></small>		[sound:BAKU_A1_der_tofu_dwdownload.mp3]		wie-viel-mehl
to stir something	etwas verrühren <br><small><i>verrührt, verrührte, hat verrührt</i></small>		[sound:BAKU_A1_verruehren_dwdownload.mp3]		wie-viel-mehl
dice; cube	der Würfel, die Würfel		[sound:BAKU_A1_Wuerfel_dwdownload.mp3]		wie-viel-mehl
to season (something)	(etwas) würzen <br><small><i>würzt, würzte, hat gewürzt</i></small>		[sound:BAKU_A1_wuerzen_dwdownload.mp3]		wie-viel-mehl
at the end	zum Schluss		[sound:BAKU_A1_zum_schluss_dwdownload.mp3]		wie-viel-mehl
ingredient	die Zutat, die Zutaten		[sound:BAKU_A1_Zutat_dwdownload.mp3]		wie-viel-mehl
"onion<br><img src=""39440575_507.jpg"" width=""50%"" height=""50%"">"	die Zwiebel, die Zwiebeln		[sound:BAKU_A1_Zwiebel_dwdownload.mp3]		wie-viel-mehl
to get out	aus|steigen <br><small><i>steigt aus, stieg aus, ist ausgestiegen</i></small>		[sound:BAKU_A1_aussteigen_dwdownload.mp3]		wie-war-dein-urlaub
"mountain<br><img src=""40025588_507.jpg"" width=""50%"" height=""50%"">"	der Berg, die Berge		[sound:BAKU_A1_Berg_dwdownload.mp3]		wie-war-dein-urlaub
fantastic	fantastisch <br><small><i>fantastischer, am fantastischsten</i></small>		[sound:BAKU_A2_fantastisch_dwdownload.mp3]		wie-war-dein-urlaub
to lounge around	faulenzen <br><small><i>faulenzt, faulenzte, hat gefaulenzt</i></small>		[sound:BAKU_B1_faulenzen_dwdownload.mp3]		wie-war-dein-urlaub
holidays; vacation	die Ferien (Plural) <br><small><i>nur Plural</i></small>		[sound:BAKU_A1_Ferien_dwdownload.mp3]		wie-war-dein-urlaub
nothing whatsoever	gar nichts		[sound:BAKU_B1_gar_nichts_dwdownload.mp3]		wie-war-dein-urlaub
"baggage; luggage<br><img src=""40025631_507.jpg"" width=""50%"" height=""50%"">"	das Gepäck <br><small><i>nur Singular</i></small>		[sound:BAKU_A1_Gepaeck_dwdownload.mp3]		wie-war-dein-urlaub
just now; at the moment	gerade		[sound:BAKU_A2_gerade_dwdownload.mp3]		wie-war-dein-urlaub
luck	das Glück <br><small><i>nur Singular</i></small>		[sound:BAKU_A1_Glueck_dwdownload.mp3]		wie-war-dein-urlaub
magnificent; brilliant; fabulous	großartig <br><small><i>großartiger, am großartigsten</i></small>		[sound:BAKU_A2_grossartig_dwdownload.mp3]		wie-war-dein-urlaub
to get someone/something; to fetch someone/something	jemanden/etwas holen <br><small><i>holt, holte, hat geholt</i></small>		[sound:BAKU_A1_holen_dwdownload.mp3]		wie-war-dein-urlaub
"island<br><img src=""40026377_507.jpg"" width=""50%"" height=""50%"">"	die Insel, die Inseln		[sound:BAKU_A1_Insel_dwdownload.mp3]		wie-war-dein-urlaub
fairytale	das Märchen, die Märchen		[sound:BAKU_Maerchen_dwdownload.mp3]		wie-war-dein-urlaub
"sea<br><img src=""40026251_507.jpg"" width=""50%"" height=""50%"">"	das Meer, die Meere		[sound:BAKU_A1_Meer_dwdownload.mp3]		wie-war-dein-urlaub
"(traveling) bag<br><img src=""40025897_507.jpg"" width=""50%"" height=""50%"">"	die Reisetasche, die Reisetaschen		[sound:BAKU_A1_reisetasche_dwdownload.mp3]		wie-war-dein-urlaub
sauna	die Sauna, die Saunen		[sound:BAKU_A1_Sauna_dwdownload.mp3]		wie-war-dein-urlaub
summer vacation	die Sommerferien (Plural) <br><small><i>nur Plural</i></small>		[sound:BAKU_A1_Sommerferien_dwdownload.mp3]		wie-war-dein-urlaub
